"﻿SIGLA";"NOMBRE PROYECTO";"TIPO INNOVACION";"año";"conv";"SEMESTRE";"FRENTE";"multi";"CODIGO CURSO";"CURSO";"PROG CURSO";"DEPTO CURSO";"FAC CURSO";"CRN";"SECC";"PERIOD";"SUB PER";"FASE ACOMPAÑAMIENTO PED";"NOMBRE PROFESOR";"CORREO PROFESOR";
"CTE-777";"Proyecto Cte-778";"CURSO BLENDED";"2018";"2016";"201810";"1IP";"";"COD779";"Curso776";"DERECHO";"DERECHO";"DERECHO";"CRN-17906";"2";"201810";"1";"IMPLEMENTACION";"Nombre profesor775";"Login profesor774";
"CTE-777";"Proyecto Cte-778";"CURSO BLENDED";"2018";"2016";"201820";"1IP";"";"COD779";"Curso776";"DERECHO";"DERECHO";"DERECHO";"CRN-18239";"2";"201820";"1";"IMPLEMENTACION";"Nombre profesor775";"Login profesor774";
"CTE-808";"Proyecto Cte-17037";"CURSO BLENDED";"2018";"2016";"201810";"1IP";"";"COD810";"Curso807";"ARQUITECTURA";"ARQUITECTURA";"ARQUITECTURA Y DISEÑO";"CRN-17865";"1";"201810";"1";"IMPLEMENTACION";"Nombre profesor17036";"Login profesor79";
"CTE-808";"Proyecto Cte-17037";"CURSO BLENDED";"2018";"2016";"201820";"1IP";"";"COD810";"Curso807";"ARQUITECTURA";"ARQUITECTURA";"ARQUITECTURA Y DISEÑO";"CRN-18171";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor17036";"Login profesor79";
"CTE-824";"Proyecto Cte-825";"CURSO BLENDED";"2018";"2016";"201810";"1IP";"";"COD826";"Curso823";"DERECHO";"DERECHO";"DERECHO";"CRN-17907";"1";"201810";"1";"IMPLEMENTACION";"Nombre profesor822";"Login profesor821";
"CTE-824";"Proyecto Cte-825";"CURSO BLENDED";"2018";"2016";"201820";"1IP";"";"COD826";"Curso823";"DERECHO";"DERECHO";"DERECHO";"CRN-18240";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor822";"Login profesor821";
"CTE-832";"Proyecto Cte-833";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"";"COD834";"Curso831";"ADMINISTRACION";"ADMINISTRACION";"ADMINISTRACION";"CRN-18168";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor836";"Login profesor835";
"CTE-840";"Proyecto Cte-841";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"";"COD842";"Curso17041";"DISEÑO";"DISEÑO";"ARQUITECTURA Y DISEÑO";"CRN-17910";"1";"201810";"1";"PILOTO";"Nombre profesor838";"Login profesor837";
"CTE-840";"Proyecto Cte-841";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"";"COD842";"Curso17041";"DISEÑO";"DISEÑO";"ARQUITECTURA Y DISEÑO";"CRN-16854";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor838";"Login profesor837";
"CTE-852";"Proyecto Cte-853";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"";"COD854";"Curso851";"CONTADURIA INTERNACIONAL";"ADMINISTRACION";"ADMINISTRACION";"";"";"201810";"";"DISEÑO";"Nombre profesor17043";"Login profesor843";
"CTE-852";"Proyecto Cte-853";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"";"COD854";"Curso851";"CONTADURIA INTERNACIONAL";"ADMINISTRACION";"ADMINISTRACION";"";"";"201810";"";"DISEÑO";"Nombre profesor850";"Login profesor849";
"CTE-852";"Proyecto Cte-853";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"";"COD854";"Curso851";"CONTADURIA INTERNACIONAL";"ADMINISTRACION";"ADMINISTRACION";"CRN-18211";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor17043";"Login profesor843";
"CTE-856";"Proyecto Cte-857";"INNOVACION EN CURSO PRESENCIALES";"2018";"2017";"201810";"1IP";"";"COD858";"Curso855";"";"MEDICINA";"MEDICINA";"";"";"201810";"";"DISEÑO";"Nombre profesor550";"Login profesor549";
"CTE-856";"Proyecto Cte-857";"INNOVACION EN CURSO PRESENCIALES";"2018";"2017";"201820";"1IP";"";"COD858";"Curso855";"";"MEDICINA";"MEDICINA";"CRN-18557";"1";"201820";"";"IMPLEMENTACION";"Nombre profesor550";"Login profesor549";
"CTE-860";"Proyecto Cte-861";"INNOVACION EN CURSO PRESENCIALES";"2018";"2017";"201810";"1IP";"";"COD862";"Curso859";"BIOLOGIA";"BIOLOGIA";"CIENCIAS";"CRN-17869";"1";"201810";"1";"IMPLEMENTACION";"Nombre profesor16921";"Login profesor516";
"CTE-866";"Proyecto Cte-867";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"";"COD868";"Curso865";"ADMINISTRACION";"ADMINISTRACION";"ADMINISTRACION";"CRN-17863";"1";"201810";"1";"IMPLEMENTACION";"Nombre profesor864";"Login profesor863";
"CTE-870";"Proyecto Cte-871";"INNOVACION EN CURSO PRESENCIALES";"2018";"2017";"201810";"1IP";"";"COD872";"Curso869";"MEDICINA";"MEDICINA";"MEDICINA";"CRN-18118";"1";"201810";"3";"PILOTO";"Nombre profesor16886";"Login profesor328";
"CTE-870";"Proyecto Cte-871";"INNOVACION EN CURSO PRESENCIALES";"2018";"2017";"201820";"1IP";"";"COD872";"Curso869";"MEDICINA";"MEDICINA";"MEDICINA";"CRN-16830";"1";"201820";"3";"IMPLEMENTACION";"Nombre profesor16886";"Login profesor328";
"CTE-884";"Proyecto Cte-885";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"";"COD886";"Curso883";"ADMINISTRACION";"ADMINISTRACION";"ADMINISTRACION";"";"";"201810";"";"DISEÑO";"Nombre profesor882";"Login profesor881";
"CTE-884";"Proyecto Cte-885";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"";"COD886";"Curso883";"ADMINISTRACION";"ADMINISTRACION";"ADMINISTRACION";"CRN-16855";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor882";"Login profesor881";
"CTE-889";"Proyecto Cte-890";"INNOVACION EN CURSO PRESENCIALES";"2018";"2017";"201820";"1IP";"";"COD309";"Curso306";"ADMINISTRACION";"ADMINISTRACION - GESTION";"ADMINISTRACION";"CRN-18169";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor888";"Login profesor887";
"CTE-889";"Proyecto Cte-890";"INNOVACION EN CURSO PRESENCIALES";"2018";"2017";"201810";"1IP";"";"COD16883";"Curso16882";"ADMINISTRACION";"ADMINISTRACION - GESTION";"ADMINISTRACION";"CRN-17875";"1";"201810";"";"IMPLEMENTACION";"Nombre profesor16881";"Login profesor16880";
"CTE-889";"Proyecto Cte-890";"INNOVACION EN CURSO PRESENCIALES";"2018";"2017";"201820";"1IP";"";"COD16883";"Curso16882";"ADMINISTRACION";"ADMINISTRACION - GESTION";"ADMINISTRACION";"CRN-18212";"1";"201820";"";"IMPLEMENTACION";"Nombre profesor16881";"Login profesor16880";
"CTE-894";"Proyecto Cte-895";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"";"COD896";"Curso893";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18081";"1";"201810";"1";"IMPLEMENTACION";"Nombre profesor898";"Login profesor897";
"CTE-908";"Proyecto Cte-909";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"";"COD910";"Curso907";"INGENIERIA DE SISTEMAS";"INGENIERIA DE SISTEMAS Y COMPU";"INGENIERIA";"";"";"201810";"";"DISEÑO";"Nombre profesor906";"Login profesor905";
"CTE-908";"Proyecto Cte-909";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"";"COD910";"Curso907";"INGENIERIA DE SISTEMAS";"INGENIERIA DE SISTEMAS Y COMPU";"INGENIERIA";"CRN-18268";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor906";"Login profesor905";
"CTE-908";"Proyecto Cte-909";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"";"COD910";"Curso907";"INGENIERIA DE SISTEMAS";"INGENIERIA DE SISTEMAS Y COMPU";"INGENIERIA";"CRN-18269";"2";"201820";"1";"IMPLEMENTACION";"Nombre profesor906";"Login profesor905";
"CTE-914";"Proyecto Cte-915";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"";"COD916";"Curso913";"MUSICA";"MUSICA";"ARTES Y HUMANIDADES";"CRN-18125";"1";"201810";"1";"IMPLEMENTACION";"Nombre profesor912";"Login profesor911";
"CTE-918";"Proyecto Cte-919";"INNOVACION EN CURSO PRESENCIALES";"2018";"2017";"201810";"1IP";"";"COD920";"Curso917";"MEDICINA";"MEDICINA";"MEDICINA";"";"";"201810";"";"DISEÑO";"Nombre profesor53";"Login profesor52";
"CTE-918";"Proyecto Cte-919";"INNOVACION EN CURSO PRESENCIALES";"2018";"2017";"201820";"1IP";"";"COD920";"Curso917";"MEDICINA";"MEDICINA";"MEDICINA";"CRN-18556";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor53";"Login profesor52";
"CTE-924";"Proyecto Cte-925";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"";"COD926";"Curso923";"ADMINISTRACION";"ADMINISTRACION";"ADMINISTRACION";"CRN-17862";"2";"201810";"1";"IMPLEMENTACION";"Nombre profesor922";"Login profesor921";
"CTE-924";"Proyecto Cte-925";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"";"COD926";"Curso923";"ADMINISTRACION";"ADMINISTRACION";"ADMINISTRACION";"CRN-17861";"1";"201810";"1";"IMPLEMENTACION";"Nombre profesor928";"Login profesor927";
"CTE-930";"Proyecto Cte-931";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"";"COD932";"Curso929";"PSICOLOGIA";"PSICOLOGIA";"CIENCIAS SOCIALES";"CRN-16798";"1";"201810";"1";"PILOTO";"Nombre profesor90";"Login profesor89";
"CTE-930";"Proyecto Cte-931";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"";"COD932";"Curso929";"PSICOLOGIA";"PSICOLOGIA";"CIENCIAS SOCIALES";"CRN-18564";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor90";"Login profesor89";
"CTE-933";"Proyecto Cte-934";"INNOVACION EN CURSO PRESENCIALES";"2018";"2017";"201810";"1IP";"";"";"";"";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"";"";"201810";"";"DISEÑO";"Nombre profesor400";"Login profesor399";
"CTE-933";"Proyecto Cte-934";"INNOVACION EN CURSO PRESENCIALES";"2018";"2017";"201810";"1IP";"";"";"";"";"DECANATURA ESTUDIANTES";"DECANATURA DE ESTUDIANTES";"";"";"201810";"";"DISEÑO";"Nombre profesor936";"Login profesor935";
"CTE-940";"Proyecto Cte-941";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"";"COD942";"Curso939";"INGENIERIA CIVIL Y AMBIENTAL";"INGENIERIA CIVIL";"INGENIERIA";"";"";"201810";"";"DISEÑO";"Nombre profesor938";"Login profesor937";
"CTE-17060";"Proyecto Cte-17061";"CBU";"2018";"2018";"201810";"1IP";"";"COD17062";"Curso17059";"CBU AREA CULT.ARTES Y HUMANID.";"CENTRO INVESTIG.FORMAC.EDUCAC.";"EDUCACION";"";"";"201810";"";"DISEÑO";"Nombre profesor1776";"Login profesor1775";
"CTE-17060";"Proyecto Cte-17061";"CBU";"2018";"2018";"201820";"1IP";"";"COD17062";"Curso17059";"CBU AREA CULT.ARTES Y HUMANID.";"CENTRO INVESTIG.FORMAC.EDUCAC.";"EDUCACION";"CRN-16857";"3";"201820";"8A";"IMPLEMENTACION";"Nombre profesor1776";"Login profesor1775";
"CTE-17067";"Proyecto Cte-17068";"CBU";"2018";"2018";"201810";"1IP";"";"COD17069";"Curso17066";"CBU AREA CULT.ARTES Y HUMANID.";"ARTE";"ARTES Y HUMANIDADES";"";"";"201810";"";"DISEÑO";"Nombre profesor17065";"Login profesor17064";
"CTE-17067";"Proyecto Cte-17068";"CBU";"2018";"2018";"201820";"1IP";"";"COD17069";"Curso17066";"CBU AREA CULT.ARTES Y HUMANID.";"ARTE";"ARTES Y HUMANIDADES";"CRN-16853";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor17065";"Login profesor17064";
"CTE-17074";"Proyecto Cte-17075";"CBU VIRTUAL";"2018";"2018";"201810";"1IP";"";"COD17076";"Curso17073";"EDUCACION";"CENTRO INVESTIG.FORMAC.EDUCAC.";"EDUCACION";"";"";"201810";"";"DISEÑO";"Nombre profesor17072";"Login profesor17071";
"CTE-17080";"Proyecto Cte-17081";"CBU";"2018";"2018";"201810";"1IP";"";"COD17082";"Curso17079";"CBU AREA COLOMBIA";"INGENIERIA CIVIL Y AMBIENTAL";"INGENIERIA";"";"";"201810";"";"DISEÑO";"Nombre profesor17078";"Login profesor17077";
"CTE-17080";"Proyecto Cte-17081";"CBU";"2018";"2018";"201820";"1IP";"";"COD17082";"Curso17079";"CBU AREA COLOMBIA";"INGENIERIA CIVIL Y AMBIENTAL";"INGENIERIA";"CRN-18205";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor17078";"Login profesor17077";
"CTE-17085";"Proyecto Cte-17086";"CBU";"2018";"2018";"201810";"1IP";"";"COD17087";"Curso17084";"CBU AREA CULT.ARTES Y HUMANID.";"ARTE";"ARTES Y HUMANIDADES";"";"";"201810";"";"DISEÑO";"Nombre profesor156";"Login profesor155";
"CTE-17085";"Proyecto Cte-17086";"CBU";"2018";"2018";"201820";"1IP";"";"COD17087";"Curso17084";"CBU AREA CULT.ARTES Y HUMANID.";"ARTE";"ARTES Y HUMANIDADES";"CRN-16836";"1";"201820";"8B";"IMPLEMENTACION";"Nombre profesor156";"Login profesor155";
"CTE-17090";"Proyecto Cte-17091";"CBU";"2018";"2018";"201810";"1IP";"";"COD17092";"Curso17089";"CBU AREA CULT.ARTES Y HUMANID.";"CENTRO DE ESTUDIOS PERIODISMO";"ARTES Y HUMANIDADES";"";"";"201810";"";"DISEÑO";"Nombre profesor554";"Login profesor553";
"CTE-17090";"Proyecto Cte-17091";"CBU";"2018";"2018";"201820";"1IP";"";"COD17092";"Curso17089";"CBU AREA CULT.ARTES Y HUMANID.";"CENTRO DE ESTUDIOS PERIODISMO";"ARTES Y HUMANIDADES";"CRN-16860";"1";"201820";"8B";"IMPLEMENTACION";"Nombre profesor554";"Login profesor553";
"CTE-17095";"Proyecto Cte-17096";"CBU";"2018";"2018";"201810";"1IP";"";"COD17097";"Curso17094";"CBU AREA PENSAMIENTO CIENTIFIC";"MEDICINA";"MEDICINA";"";"";"201810";"";"DISEÑO";"Nombre profesor53";"Login profesor52";
"CTE-17095";"Proyecto Cte-17096";"CBU";"2018";"2018";"201820";"1IP";"";"COD17097";"Curso17094";"CBU AREA PENSAMIENTO CIENTIFIC";"MEDICINA";"MEDICINA";"CRN-16859";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor53";"Login profesor52";
"CTE-17102";"Proyecto Cte-17103";"CBU";"2018";"2018";"201810";"1IP";"";"COD17104";"Curso17101";"CBU AREA PENSAMIENTO CIENTIFIC";"CENTRO INTERD.ESTUDIOS DESARR.";"CIDER";"";"";"201810";"";"DISEÑO";"Nombre profesor17100";"Login profesor17099";
"CTE-17102";"Proyecto Cte-17103";"CBU";"2018";"2018";"201820";"1IP";"";"COD17104";"Curso17101";"CBU AREA PENSAMIENTO CIENTIFIC";"CENTRO INTERD.ESTUDIOS DESARR.";"CIDER";"CRN-16837";"1";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17100";"Login profesor17099";
"CTE-17109";"Proyecto Cte-17110";"CBU";"2018";"2018";"201810";"1IP";"";"COD17111";"Curso17108";"CBU AREA PENSAMIENTO CIENTIFIC";"CIENCIAS BIOLOGICAS";"CIENCIAS";"";"";"201810";"";"DISEÑO";"Nombre profesor17107";"Login profesor17106";
"CTE-17109";"Proyecto Cte-17110";"CBU";"2018";"2018";"201820";"1IP";"";"COD17111";"Curso17108";"CBU AREA PENSAMIENTO CIENTIFIC";"CIENCIAS BIOLOGICAS";"CIENCIAS";"CRN-18206";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor17107";"Login profesor17106";
"CTE-17114";"Proyecto Cte-17115";"CBU";"2018";"2018";"201810";"1IP";"";"COD17116";"Curso17113";"CBU AREA PENSAMIENTO CIENTIFIC";"MATEMATICAS";"CIENCIAS";"";"";"201810";"";"DISEÑO";"Nombre profesor1983";"Login profesor1982";
"CTE-17114";"Proyecto Cte-17115";"CBU";"2018";"2018";"201820";"1IP";"";"COD17116";"Curso17113";"CBU AREA PENSAMIENTO CIENTIFIC";"MATEMATICAS";"CIENCIAS";"CRN-16835";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor1983";"Login profesor1982";
"CTE-17121";"Proyecto Cte-17122";"CBU";"2018";"2018";"201810";"1IP";"";"COD17123";"Curso17120";"CBU AREA PENSAMIENTO CIENTIFIC";"FISICA";"CIENCIAS";"";"";"201810";"";"DISEÑO";"Nombre profesor17119";"Login profesor17118";
"CTE-17121";"Proyecto Cte-17122";"CBU";"2018";"2018";"201820";"1IP";"";"COD17123";"Curso17120";"CBU AREA PENSAMIENTO CIENTIFIC";"FISICA";"CIENCIAS";"CRN-16858";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor17119";"Login profesor17118";
"CTE-17128";"Proyecto Cte-17129";"CBU";"2018";"2018";"201810";"1IP";"";"COD17130";"Curso17127";"CBU AREA CULT.ARTES Y HUMANID.";"ANTROPOLOGIA";"CIENCIAS SOCIALES";"";"";"201810";"";"DISEÑO";"Nombre profesor17126";"Login profesor17125";
"CTE-17128";"Proyecto Cte-17129";"CBU";"2018";"2018";"201820";"1IP";"";"COD17130";"Curso17127";"CBU AREA CULT.ARTES Y HUMANID.";"ANTROPOLOGIA";"CIENCIAS SOCIALES";"CRN-16833";"1";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17126";"Login profesor17125";
"CTE-17135";"Proyecto Cte-17136";"CBU";"2018";"2018";"201810";"1IP";"";"COD17137";"Curso17134";"GEOCIENCIAS";"FISICA";"CIENCIAS";"";"";"201810";"";"DISEÑO";"Nombre profesor17133";"Login profesor17132";
"CTE-17141";"Proyecto Cte-17142";"CBU";"2018";"2018";"201810";"1IP";"";"COD17143";"Curso17140";"CBU AREA PENSAMIENTO CIENTIFIC";"QUIMICA";"CIENCIAS";"";"";"201810";"";"DISEÑO";"Nombre profesor17139";"Login profesor17138";
"CTE-17141";"Proyecto Cte-17142";"CBU";"2018";"2018";"201820";"1IP";"";"COD17143";"Curso17140";"CBU AREA PENSAMIENTO CIENTIFIC";"QUIMICA";"CIENCIAS";"CRN-18209";"1";"201820";"8A";"IMPLEMENTACION";"Nombre profesor17139";"Login profesor17138";
"CTE-17141";"Proyecto Cte-17142";"CBU";"2018";"2018";"201820";"1IP";"";"COD17143";"Curso17140";"CBU AREA PENSAMIENTO CIENTIFIC";"QUIMICA";"CIENCIAS";"CRN-16831";"3";"201820";"8A";"IMPLEMENTACION";"Nombre profesor17139";"Login profesor17138";
"CTE-17141";"Proyecto Cte-17142";"CBU";"2018";"2018";"201820";"1IP";"";"COD17143";"Curso17140";"CBU AREA PENSAMIENTO CIENTIFIC";"QUIMICA";"CIENCIAS";"CRN-18208";"2";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17139";"Login profesor17138";
"CTE-17141";"Proyecto Cte-17142";"CBU";"2018";"2018";"201820";"1IP";"";"COD17143";"Curso17140";"CBU AREA PENSAMIENTO CIENTIFIC";"QUIMICA";"CIENCIAS";"CRN-18207";"4";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17139";"Login profesor17138";
"CTE-17149";"Proyecto Cte-17150";"CBU";"2018";"2018";"201820";"1IP";"";"COD17151";"Curso17148";"CBU AREA CULT.ARTES Y HUMANID.";"DISEÑO";"ARQUITECTURA Y DISEÑO";"";"";"201820";"";"DISEÑO";"Nombre profesor838";"Login profesor837";
"CTE-17153";"Proyecto Cte-17154";"INNOVACION EN CURSO PRESENCIALES";"2018";"2018";"201820";"1IP";"";"";"";"";"CENTRO INVESTIG.FORMAC.EDUCAC.";"EDUCACION";"";"";"201820";"";"DISEÑO";"Nombre profesor17152";"Login profesor1856";
"CTE-17156";"Proyecto Cte-17157";"INNOVACION EN CURSO PRESENCIALES";"2018";"2018";"201820";"1IP";"";"COD2413";"Curso17155";"MEDICINA";"MEDICINA";"MEDICINA";"";"";"201820";"";"DISEÑO";"Nombre profesor106";"Login profesor105";
"CTE-17159";"Proyecto Cte-17160";"INNOVACION EN CURSO PRESENCIALES";"2018";"2018";"201820";"1IP";"";"COD17161";"Curso17158";"INGENIERIA DE SISTEMAS";"INGENIERIA DE SISTEMAS Y COMPU";"INGENIERIA";"";"";"201820";"";"DISEÑO";"Nombre profesor2002";"Login profesor2001";
"CTE-17163";"Proyecto Cte-17164";"INNOVACION EN CURSO PRESENCIALES";"2018";"2018";"201820";"1IP";"";"COD17165";"Curso17162";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"";"";"201820";"";"DISEÑO";"";"";
"CTE-17168";"Proyecto Cte-17169";"INNOVACION EN CURSO PRESENCIALES";"2018";"2018";"201820";"1IP";"";"";"";"";"DIRECCIÓN DE INTERNACIONALIZACIÓN";"VICE ACADEMICA";"";"";"201820";"";"DISEÑO";"Nombre profesor17167";"Login profesor17166";
"CTE-955";"Proyecto Cte-956";"INNOVACION EN CURSO PRESENCIALES";"2018";"ING1";"201810";"1IP";"";"COD957";"Curso954";"INGENIERIA INDUSTRIAL";"INGENIERIA INDUSTRIAL";"INGENIERIA";"CRN-17923";"13";"201810";"1";"IMPLEMENTACION";"Nombre profesor953";"Login profesor952";
"CTE-955";"Proyecto Cte-956";"INNOVACION EN CURSO PRESENCIALES";"2018";"ING1";"201810";"1IP";"";"COD957";"Curso954";"INGENIERIA INDUSTRIAL";"INGENIERIA INDUSTRIAL";"INGENIERIA";"CRN-17924";"25";"201810";"1";"IMPLEMENTACION";"Nombre profesor953";"Login profesor952";
"CTE-955";"Proyecto Cte-956";"INNOVACION EN CURSO PRESENCIALES";"2018";"ING1";"201810";"1IP";"";"COD957";"Curso954";"INGENIERIA INDUSTRIAL";"INGENIERIA INDUSTRIAL";"INGENIERIA";"CRN-17925";"29";"201810";"1";"IMPLEMENTACION";"Nombre profesor953";"Login profesor952";
"CTE-955";"Proyecto Cte-956";"INNOVACION EN CURSO PRESENCIALES";"2018";"ING1";"201810";"1IP";"";"COD957";"Curso954";"INGENIERIA INDUSTRIAL";"INGENIERIA INDUSTRIAL";"INGENIERIA";"CRN-17926";"34";"201810";"1";"IMPLEMENTACION";"Nombre profesor959";"Login profesor958";
"CTE-955";"Proyecto Cte-956";"INNOVACION EN CURSO PRESENCIALES";"2018";"ING1";"201810";"1IP";"";"COD957";"Curso954";"INGENIERIA INDUSTRIAL";"INGENIERIA INDUSTRIAL";"INGENIERIA";"CRN-18135";"9";"201819";"1";"IMPLEMENTACION";"Nombre profesor953";"Login profesor952";
"CTE-955";"Proyecto Cte-956";"INNOVACION EN CURSO PRESENCIALES";"2018";"ING1";"201820";"1IP";"";"COD957";"Curso954";"INGENIERIA INDUSTRIAL";"INGENIERIA INDUSTRIAL";"INGENIERIA";"CRN-18259";"13";"201820";"1";"IMPLEMENTACION";"Nombre profesor953";"Login profesor952";
"CTE-955";"Proyecto Cte-956";"INNOVACION EN CURSO PRESENCIALES";"2018";"ING1";"201820";"1IP";"";"COD957";"Curso954";"INGENIERIA INDUSTRIAL";"INGENIERIA INDUSTRIAL";"INGENIERIA";"CRN-18260";"25";"201820";"1";"IMPLEMENTACION";"Nombre profesor953";"Login profesor952";
"CTE-955";"Proyecto Cte-956";"INNOVACION EN CURSO PRESENCIALES";"2018";"ING1";"201820";"1IP";"";"COD957";"Curso954";"INGENIERIA INDUSTRIAL";"INGENIERIA INDUSTRIAL";"INGENIERIA";"CRN-18261";"29";"201820";"1";"IMPLEMENTACION";"Nombre profesor953";"Login profesor952";
"CTE-955";"Proyecto Cte-956";"INNOVACION EN CURSO PRESENCIALES";"2018";"ING1";"201820";"1IP";"";"COD957";"Curso954";"INGENIERIA INDUSTRIAL";"INGENIERIA INDUSTRIAL";"INGENIERIA";"CRN-18262";"34";"201820";"1";"IMPLEMENTACION";"Nombre profesor959";"Login profesor958";
"CTE-980";"Proyecto Cte-981";"INNOVACION EN CURSO PRESENCIALES";"2018";"ING1";"201810";"1IP";"";"COD982";"Curso979";"INGENIERIA CIVIL Y AMBIENTAL";"INGENIERIA CIVIL";"INGENIERIA";"CRN-17921";"1";"201810";"1";"IMPLEMENTACION";"Nombre profesor978";"Login profesor977";
"CTE-980";"Proyecto Cte-981";"INNOVACION EN CURSO PRESENCIALES";"2018";"ING1";"201820";"1IP";"";"COD982";"Curso979";"INGENIERIA CIVIL Y AMBIENTAL";"INGENIERIA CIVIL";"INGENIERIA";"CRN-18255";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor978";"Login profesor977";
"CTE-990";"Proyecto Cte-991";"INNOVACION EN CURSO PRESENCIALES";"2018";"ING2";"201810";"1IP";"";"COD992";"Curso989";"INGENIERIA DE SISTEMAS";"INGENIERIA DE SISTEMAS Y COMPU";"INGENIERIA";"";"";"201810";"";"DISEÑO";"Nombre profesor988";"Login profesor987";
"CTE-990";"Proyecto Cte-991";"INNOVACION EN CURSO PRESENCIALES";"2018";"ING2";"201820";"1IP";"";"COD992";"Curso989";"INGENIERIA DE SISTEMAS";"INGENIERIA DE SISTEMAS Y COMPU";"INGENIERIA";"CRN-16822";"2";"201820";"1";"IMPLEMENTACION";"Nombre profesor988";"Login profesor987";
"CTE-990";"Proyecto Cte-991";"INNOVACION EN CURSO PRESENCIALES";"2018";"ING2";"201820";"1IP";"";"COD992";"Curso989";"INGENIERIA DE SISTEMAS";"INGENIERIA DE SISTEMAS Y COMPU";"INGENIERIA";"CRN-18267";"3";"201820";"1";"IMPLEMENTACION";"Nombre profesor988";"Login profesor987";
"CTE-996";"Proyecto Cte-997";"INNOVACION EN CURSO PRESENCIALES";"2018";"ING2";"201810";"1IP";"";"COD998";"Curso995";"INGENIERIA QUIMICA";"INGENIERIA QUIMICA";"INGENIERIA";"";"";"201810";"";"DISEÑO";"Nombre profesor994";"Login profesor993";
"CTE-996";"Proyecto Cte-997";"INNOVACION EN CURSO PRESENCIALES";"2018";"ING2";"201820";"1IP";"";"COD998";"Curso995";"INGENIERIA QUIMICA";"INGENIERIA QUIMICA";"INGENIERIA";"CRN-16816";"1";"201820";"1";"IMPLEMENTACION";"Nombre profesor994";"Login profesor993";
"CTE-1002";"Proyecto Cte-1003";"INNOVACION EN CURSO PRESENCIALES";"2018";"ING2";"201810";"1IP";"";"COD1004";"Curso1001";"INGENIERIA CIVIL Y AMBIENTAL";"INGENIERIA CIVIL Y AMBIENTAL";"INGENIERIA";"";"";"201810";"";"DISEÑO";"Nombre profesor1000";"Login profesor999";
"CTE-1008";"Proyecto Cte-1009";"INNOVACION EN CURSO PRESENCIALES";"2018";"ING2";"201810";"1IP";"";"COD1010";"Curso1007";"INGENIERIA BIOMEDICA";"INGENIERIA BIOMEDICA";"INGENIERIA";"";"";"201810";"";"DISEÑO";"Nombre profesor1006";"Login profesor1005";
"CTE-1008";"Proyecto Cte-1009";"INNOVACION EN CURSO PRESENCIALES";"2018";"ING2";"201810";"1IP";"";"COD1010";"Curso1007";"INGENIERIA BIOMEDICA";"INGENIERIA BIOMEDICA";"INGENIERIA";"";"";"201810";"";"DISEÑO";"Nombre profesor1012";"Login profesor1011";
